Fiscal Year,County,Region,Removal Stage,Removals
2021,Zapata,11-Edinburg,Family Preservation,14
2021,Zapata,11-Edinburg,Investigation,11
2021,Zavala,8-San Antonio,Family Preservation,8
2021,Zavala,8-San Antonio,Investigation,15
2020,Anderson,4-Tyler,Family Preservation,15
2020,Anderson,4-Tyler,Investigation,49
2020,Andrews,9-Midland,Family Preservation,3
2020,Andrews,9-Midland,Investigation,10
2020,Angelina,5-Beaumont,Family Preservation,15
2020,Angelina,5-Beaumont,Investigation,44
2020,Aransas,11-Edinburg,Family Preservation,14
2020,Aransas,11-Edinburg,Investigation,15
2020,Archer,2-Abilene,Family Preservation,0
2020,Archer,2-Abilene,Investigation,6
2020,Atascosa,8-San Antonio,Family Preservation,16
2020,Atascosa,8-San Antonio,Investigation,71
2020,Austin,6-Houston,Family Preservation,4
2020,Austin,6-Houston,Investigation,3
2020,Bailey,1-Lubbock,Family Preservation,0
2020,Bailey,1-Lubbock,Investigation,21
2020,Bandera,8-San Antonio,Family Preservation,6
2020,Bandera,8-San Antonio,Investigation,8
2020,Bastrop,7-Austin,Family Preservation,12
2020,Bastrop,7-Austin,Investigation,86
2020,Baylor,2-Abilene,Family Preservation,8
2020,Baylor,2-Abilene,Investigation,8
2020,Bee,11-Edinburg,Family Preservation,5
2020,Bee,11-Edinburg,Investigation,12
2020,Bell,7-Austin,Family Preservation,69
2020,Bell,7-Austin,Investigation,670
2020,Bexar,8-San Antonio,Family Preservation,642
2020,Bexar,8-San Antonio,Investigation,1097
2020,Blanco,7-Austin,Family Preservation,0
2020,Blanco,7-Austin,Investigation,11
2020,Bosque,7-Austin,Family Preservation,1
2020,Bosque,7-Austin,Investigation,42
2020,Bowie,4-Tyler,Family Preservation,8
2020,Bowie,4-Tyler,Investigation,66
2020,Brazoria,6-Houston,Family Preservation,31
2020,Brazoria,6-Houston,Investigation,59
2020,Brazos,7-Austin,Family Preservation,9
2020,Brazos,7-Austin,Investigation,89
2020,Brewster,10-El Paso,Family Preservation,6
2020,Brewster,10-El Paso,Investigation,1
2020,Brooks,11-Edinburg,Family Preservation,6
2020,Brooks,11-Edinburg,Investigation,6
2020,Brown,2-Abilene,Family Preservation,27
2020,Brown,2-Abilene,Investigation,64
2020,Burleson,7-Austin,Family Preservation,4
2020,Burleson,7-Austin,Investigation,36
2020,Burnet,7-Austin,Family Preservation,8
2020,Burnet,7-Austin,Investigation,93
2020,Caldwell,7-Austin,Family Preservation,20
2020,Caldwell,7-Austin,Investigation,42
2020,Calhoun,8-San Antonio,Family Preservation,4
2020,Calhoun,8-San Antonio,Investigation,6
2020,Callahan,2-Abilene,Family Preservation,5
2020,Callahan,2-Abilene,Investigation,10
2020,Cameron,11-Edinburg,Family Preservation,91
2020,Cameron,11-Edinburg,Investigation,156
2020,Camp,4-Tyler,Family Preservation,2
2020,Camp,4-Tyler,Investigation,10
2020,Carson,1-Lubbock,Family Preservation,0
2020,Carson,1-Lubbock,Investigation,1
2020,Cass,4-Tyler,Family Preservation,3
2020,Cass,4-Tyler,Investigation,23
2020,Chambers,6-Houston,Family Preservation,0
2020,Chambers,6-Houston,Investigation,3
2020,Cherokee,4-Tyler,Family Preservation,7
2020,Cherokee,4-Tyler,Investigation,73
2020,Childress,1-Lubbock,Family Preservation,2
2020,Childress,1-Lubbock,Investigation,7
2020,Clay,2-Abilene,Family Preservation,1
2020,Clay,2-Abilene,Investigation,6
2020,Cochran,1-Lubbock,Family Preservation,0
2020,Cochran,1-Lubbock,Investigation,1
2020,Coke,9-Midland,Family Preservation,0
2020,Coke,9-Midland,Investigation,1
2020,Coleman,2-Abilene,Family Preservation,6
2020,Coleman,2-Abilene,Investigation,10
2020,Collin,3-Arlington,Family Preservation,23
2020,Collin,3-Arlington,Investigation,119
2020,Collingsworth,1-Lubbock,Family Preservation,1
2020,Collingsworth,1-Lubbock,Investigation,9
2020,Colorado,6-Houston,Family Preservation,4
2020,Colorado,6-Houston,Investigation,2
2020,Comal,8-San Antonio,Family Preservation,19
2020,Comal,8-San Antonio,Investigation,95
2020,Comanche,2-Abilene,Family Preservation,3
2020,Comanche,2-Abilene,Investigation,7
2020,Concho,9-Midland,Family Preservation,0
2020,Concho,9-Midland,Investigation,5
2020,Cooke,3-Arlington,Family Preservation,5
2020,Cooke,3-Arlington,Investigation,43
2020,Coryell,7-Austin,Family Preservation,11
2020,Coryell,7-Austin,Investigation,156
2020,Cottle,2-Abilene,Family Preservation,0
2020,Cottle,2-Abilene,Investigation,3
2020,Crane,9-Midland,Family Preservation,1
2020,Crane,9-Midland,Investigation,2
2020,Crockett,9-Midland,Family Preservation,3
2020,Crockett,9-Midland,Investigation,3
2020,Crosby,1-Lubbock,Family Preservation,5
2020,Crosby,1-Lubbock,Investigation,12
2020,Dallam,1-Lubbock,Family Preservation,0
2020,Dallam,1-Lubbock,Investigation,21
2020,Dallas,3-Arlington,Family Preservation,95
2020,Dallas,3-Arlington,Investigation,982
2020,Dawson,9-Midland,Family Preservation,2
2020,Dawson,9-Midland,Investigation,7
2020,DeWitt,8-San Antonio,Family Preservation,2
2020,DeWitt,8-San Antonio,Investigation,6
2020,Deaf Smith,1-Lubbock,Family Preservation,0
2020,Deaf Smith,1-Lubbock,Investigation,14
2020,Delta,4-Tyler,Family Preservation,0
2020,Delta,4-Tyler,Investigation,5
2020,Denton,3-Arlington,Family Preservation,38
2020,Denton,3-Arlington,Investigation,258
2020,Dimmit,8-San Antonio,Family Preservation,6
2020,Dimmit,8-San Antonio,Investigation,5
2020,Donley,1-Lubbock,Family Preservation,0
2020,Donley,1-Lubbock,Investigation,2
2020,Duval,11-Edinburg,Family Preservation,8
2020,Duval,11-Edinburg,Investigation,12
2020,Eastland,2-Abilene,Family Preservation,3
2020,Eastland,2-Abilene,Investigation,12
2020,Ector,9-Midland,Family Preservation,67
2020,Ector,9-Midland,Investigation,116
2020,El Paso,10-El Paso,Family Preservation,55
2020,El Paso,10-El Paso,Investigation,175
2020,Ellis,3-Arlington,Family Preservation,12
2020,Ellis,3-Arlington,Investigation,30
2020,Erath,3-Arlington,Family Preservation,2
2020,Erath,3-Arlington,Investigation,21
2020,Falls,7-Austin,Family Preservation,6
2020,Falls,7-Austin,Investigation,45
2020,Fannin,3-Arlington,Family Preservation,11
2020,Fannin,3-Arlington,Investigation,41
2020,Fayette,7-Austin,Family Preservation,10
2020,Fayette,7-Austin,Investigation,20
2020,Fisher,2-Abilene,Family Preservation,1
2020,Fisher,2-Abilene,Investigation,4
2020,Floyd,1-Lubbock,Family Preservation,2
2020,Floyd,1-Lubbock,Investigation,6
2020,Foard,2-Abilene,Family Preservation,0
2020,Foard,2-Abilene,Investigation,4
2020,Fort Bend,6-Houston,Family Preservation,8
2020,Fort Bend,6-Houston,Investigation,51
2020,Franklin,4-Tyler,Family Preservation,1
2020,Franklin,4-Tyler,Investigation,10
2020,Freestone,7-Austin,Family Preservation,0
2020,Freestone,7-Austin,Investigation,28
2020,Frio,8-San Antonio,Family Preservation,6
2020,Frio,8-San Antonio,Investigation,28
2020,Gaines,9-Midland,Family Preservation,3
2020,Gaines,9-Midland,Investigation,15
2020,Galveston,6-Houston,Family Preservation,41
2020,Galveston,6-Houston,Investigation,141
2020,Garza,1-Lubbock,Family Preservation,0
2020,Garza,1-Lubbock,Investigation,6
2020,Gillespie,8-San Antonio,Family Preservation,2
2020,Gillespie,8-San Antonio,Investigation,4
2020,Goliad,8-San Antonio,Family Preservation,0
2020,Goliad,8-San Antonio,Investigation,5
2020,Gonzales,8-San Antonio,Family Preservation,2
2020,Gonzales,8-San Antonio,Investigation,10
2020,Gray,1-Lubbock,Family Preservation,4
2020,Gray,1-Lubbock,Investigation,29
2020,Grayson,3-Arlington,Family Preservation,8
2020,Grayson,3-Arlington,Investigation,93
2020,Gregg,4-Tyler,Family Preservation,22
2020,Gregg,4-Tyler,Investigation,166
2020,Grimes,7-Austin,Family Preservation,1
2020,Grimes,7-Austin,Investigation,14
2020,Guadalupe,8-San Antonio,Family Preservation,21
2020,Guadalupe,8-San Antonio,Investigation,28
2020,Hale,1-Lubbock,Family Preservation,0
2020,Hale,1-Lubbock,Investigation,21
2020,Hall,1-Lubbock,Family Preservation,4
2020,Hall,1-Lubbock,Investigation,0
2020,Hamilton,7-Austin,Family Preservation,0
2020,Hamilton,7-Austin,Investigation,8
2020,Hansford,1-Lubbock,Family Preservation,2
2020,Hansford,1-Lubbock,Investigation,0
2020,Hardin,5-Beaumont,Family Preservation,8
2020,Hardin,5-Beaumont,Investigation,56
2020,Harris,6-Houston,Family Preservation,167
2020,Harris,6-Houston,Investigation,783
2020,Harrison,4-Tyler,Family Preservation,12
2020,Harrison,4-Tyler,Investigation,58
2020,Hartley,1-Lubbock,Family Preservation,0
2020,Hartley,1-Lubbock,Investigation,3
2020,Haskell,2-Abilene,Family Preservation,4
2020,Haskell,2-Abilene,Investigation,4
2020,Hays,7-Austin,Family Preservation,36
2020,Hays,7-Austin,Investigation,133
2020,Hemphill,1-Lubbock,Family Preservation,1
2020,Hemphill,1-Lubbock,Investigation,0
2020,Henderson,4-Tyler,Family Preservation,38
2020,Henderson,4-Tyler,Investigation,110
2020,Hidalgo,11-Edinburg,Family Preservation,144
2020,Hidalgo,11-Edinburg,Investigation,162
2020,Hill,7-Austin,Family Preservation,1
2020,Hill,7-Austin,Investigation,49
2020,Hockley,1-Lubbock,Family Preservation,3
2020,Hockley,1-Lubbock,Investigation,36
2020,Hood,3-Arlington,Family Preservation,4
2020,Hood,3-Arlington,Investigation,31
2020,Hopkins,4-Tyler,Family Preservation,3
2020,Hopkins,4-Tyler,Investigation,36
2020,Houston,5-Beaumont,Family Preservation,4
2020,Houston,5-Beaumont,Investigation,15
2020,Howard,9-Midland,Family Preservation,12
2020,Howard,9-Midland,Investigation,56
2020,Hunt,3-Arlington,Family Preservation,33
2020,Hunt,3-Arlington,Investigation,82
2020,Hutchinson,1-Lubbock,Family Preservation,6
2020,Hutchinson,1-Lubbock,Investigation,20
2020,Jack,2-Abilene,Family Preservation,5
2020,Jack,2-Abilene,Investigation,6
2020,Jackson,8-San Antonio,Family Preservation,4
2020,Jackson,8-San Antonio,Investigation,7
2020,Jasper,5-Beaumont,Family Preservation,6
2020,Jasper,5-Beaumont,Investigation,38
2020,Jefferson,5-Beaumont,Family Preservation,41
2020,Jefferson,5-Beaumont,Investigation,172
2020,Jim Hogg,11-Edinburg,Family Preservation,5
2020,Jim Hogg,11-Edinburg,Investigation,1
2020,Jim Wells,11-Edinburg,Family Preservation,14
2020,Jim Wells,11-Edinburg,Investigation,21
2020,Johnson,3-Arlington,Family Preservation,10
2020,Johnson,3-Arlington,Investigation,80
2020,Jones,2-Abilene,Family Preservation,4
2020,Jones,2-Abilene,Investigation,10
2020,Karnes,8-San Antonio,Family Preservation,5
2020,Karnes,8-San Antonio,Investigation,12
2020,Kaufman,3-Arlington,Family Preservation,18
2020,Kaufman,3-Arlington,Investigation,71
2020,Kendall,8-San Antonio,Family Preservation,5
2020,Kendall,8-San Antonio,Investigation,6
2020,Kerr,8-San Antonio,Family Preservation,4
2020,Kerr,8-San Antonio,Investigation,19
2020,Kimble,9-Midland,Family Preservation,0
2020,Kimble,9-Midland,Investigation,6
2020,Kinney,8-San Antonio,Family Preservation,2
2020,Kinney,8-San Antonio,Investigation,5
2020,Kleberg,11-Edinburg,Family Preservation,5
2020,Kleberg,11-Edinburg,Investigation,15
2020,Knox,2-Abilene,Family Preservation,0
2020,Knox,2-Abilene,Investigation,2
2020,La Salle,8-San Antonio,Family Preservation,2
2020,La Salle,8-San Antonio,Investigation,3
2020,Lamar,4-Tyler,Family Preservation,24
2020,Lamar,4-Tyler,Investigation,39
2020,Lamb,1-Lubbock,Family Preservation,0
2020,Lamb,1-Lubbock,Investigation,10
2020,Lampasas,7-Austin,Family Preservation,4
2020,Lampasas,7-Austin,Investigation,48
2020,Lavaca,8-San Antonio,Family Preservation,3
2020,Lavaca,8-San Antonio,Investigation,2
2020,Lee,7-Austin,Family Preservation,3
2020,Lee,7-Austin,Investigation,18
2020,Leon,7-Austin,Family Preservation,2
2020,Leon,7-Austin,Investigation,10
2020,Liberty,6-Houston,Family Preservation,2
2020,Liberty,6-Houston,Investigation,40
2020,Limestone,7-Austin,Family Preservation,3
2020,Limestone,7-Austin,Investigation,23
2020,Lipscomb,1-Lubbock,Family Preservation,0
2020,Lipscomb,1-Lubbock,Investigation,5
2020,Live Oak,11-Edinburg,Family Preservation,3
2020,Live Oak,11-Edinburg,Investigation,6
2020,Llano,7-Austin,Family Preservation,12
2020,Llano,7-Austin,Investigation,44
2020,Lubbock,1-Lubbock,Family Preservation,53
2020,Lubbock,1-Lubbock,Investigation,348
2020,Lynn,1-Lubbock,Family Preservation,4
2020,Lynn,1-Lubbock,Investigation,1
2020,Madison,7-Austin,Family Preservation,0
2020,Madison,7-Austin,Investigation,8
2020,Marion,4-Tyler,Family Preservation,0
2020,Marion,4-Tyler,Investigation,24
2020,Martin,9-Midland,Family Preservation,0
2020,Martin,9-Midland,Investigation,5
2020,Mason,9-Midland,Family Preservation,0
2020,Mason,9-Midland,Investigation,5
2020,Matagorda,6-Houston,Family Preservation,8
2020,Matagorda,6-Houston,Investigation,22
2020,Maverick,8-San Antonio,Family Preservation,11
2020,Maverick,8-San Antonio,Investigation,1
2020,McCulloch,9-Midland,Family Preservation,1
2020,McCulloch,9-Midland,Investigation,15
2020,McLennan,7-Austin,Family Preservation,106
2020,McLennan,7-Austin,Investigation,406
2020,Medina,8-San Antonio,Family Preservation,12
2020,Medina,8-San Antonio,Investigation,19
2020,Menard,9-Midland,Family Preservation,1
2020,Menard,9-Midland,Investigation,7
2020,Midland,9-Midland,Family Preservation,20
2020,Midland,9-Midland,Investigation,79
2020,Milam,7-Austin,Family Preservation,6
2020,Milam,7-Austin,Investigation,38
2020,Mills,7-Austin,Family Preservation,0
2020,Mills,7-Austin,Investigation,9
2020,Mitchell,2-Abilene,Family Preservation,3
2020,Mitchell,2-Abilene,Investigation,25
2020,Montague,2-Abilene,Family Preservation,3
2020,Montague,2-Abilene,Investigation,20
2020,Montgomery,6-Houston,Family Preservation,22
2020,Montgomery,6-Houston,Investigation,205
2020,Moore,1-Lubbock,Family Preservation,3
2020,Moore,1-Lubbock,Investigation,21
2020,Morris,4-Tyler,Family Preservation,1
2020,Morris,4-Tyler,Investigation,24
2020,Nacogdoches,5-Beaumont,Family Preservation,15
2020,Nacogdoches,5-Beaumont,Investigation,88
2020,Navarro,3-Arlington,Family Preservation,9
2020,Navarro,3-Arlington,Investigation,15
2020,Nolan,2-Abilene,Family Preservation,12
2020,Nolan,2-Abilene,Investigation,23
2020,Nueces,11-Edinburg,Family Preservation,118
2020,Nueces,11-Edinburg,Investigation,211
2020,Ochiltree,1-Lubbock,Family Preservation,0
2020,Ochiltree,1-Lubbock,Investigation,11
2020,Oldham,1-Lubbock,Family Preservation,0
2020,Oldham,1-Lubbock,Investigation,1
2020,Orange,5-Beaumont,Family Preservation,8
2020,Orange,5-Beaumont,Investigation,95
2020,Out of State,Out of State,Family Preservation,0
2020,Out of State,Out of State,Investigation,5
2020,Palo Pinto,3-Arlington,Family Preservation,3
2020,Palo Pinto,3-Arlington,Investigation,44
2020,Panola,4-Tyler,Family Preservation,2
2020,Panola,4-Tyler,Investigation,28
2020,Parker,3-Arlington,Family Preservation,22
2020,Parker,3-Arlington,Investigation,78
2020,Parmer,1-Lubbock,Family Preservation,0
2020,Parmer,1-Lubbock,Investigation,1
2020,Pecos,9-Midland,Family Preservation,2
2020,Pecos,9-Midland,Investigation,25
2020,Polk,5-Beaumont,Family Preservation,3
2020,Polk,5-Beaumont,Investigation,31
2020,Potter,1-Lubbock,Family Preservation,11
2020,Potter,1-Lubbock,Investigation,157
2020,Rains,4-Tyler,Family Preservation,4
2020,Rains,4-Tyler,Investigation,8
2020,Randall,1-Lubbock,Family Preservation,2
2020,Randall,1-Lubbock,Investigation,84
2020,Real,8-San Antonio,Family Preservation,0
2020,Real,8-San Antonio,Investigation,3
2020,Red River,4-Tyler,Family Preservation,3
2020,Red River,4-Tyler,Investigation,15
2020,Reeves,9-Midland,Family Preservation,0
2020,Reeves,9-Midland,Investigation,17
2020,Refugio,11-Edinburg,Family Preservation,0
2020,Refugio,11-Edinburg,Investigation,6
2020,Robertson,7-Austin,Family Preservation,8
2020,Robertson,7-Austin,Investigation,35
2020,Rockwall,3-Arlington,Family Preservation,7
2020,Rockwall,3-Arlington,Investigation,35
2020,Runnels,2-Abilene,Family Preservation,5
2020,Runnels,2-Abilene,Investigation,2
2020,Rusk,4-Tyler,Family Preservation,8
2020,Rusk,4-Tyler,Investigation,49
2020,Sabine,5-Beaumont,Family Preservation,5
2020,Sabine,5-Beaumont,Investigation,2
2020,San Augustine,5-Beaumont,Family Preservation,3
2020,San Augustine,5-Beaumont,Investigation,7
2020,San Jacinto,5-Beaumont,Family Preservation,3
2020,San Jacinto,5-Beaumont,Investigation,9
2020,San Patricio,11-Edinburg,Family Preservation,5
2020,San Patricio,11-Edinburg,Investigation,27
2020,San Saba,7-Austin,Family Preservation,1
2020,San Saba,7-Austin,Investigation,12
2020,Scurry,2-Abilene,Family Preservation,1
2020,Scurry,2-Abilene,Investigation,31
2020,Shackelford,2-Abilene,Family Preservation,2
2020,Shackelford,2-Abilene,Investigation,0
2020,Shelby,5-Beaumont,Family Preservation,9
2020,Shelby,5-Beaumont,Investigation,24
2020,Sherman,1-Lubbock,Family Preservation,0
2020,Sherman,1-Lubbock,Investigation,2
2020,Smith,4-Tyler,Family Preservation,40
2020,Smith,4-Tyler,Investigation,169
2020,Somervell,3-Arlington,Family Preservation,1
2020,Somervell,3-Arlington,Investigation,2
2020,Starr,11-Edinburg,Family Preservation,11
2020,Starr,11-Edinburg,Investigation,15
2020,Stephens,2-Abilene,Family Preservation,0
2020,Stephens,2-Abilene,Investigation,14
2020,Sterling,9-Midland,Family Preservation,1
2020,Sterling,9-Midland,Investigation,0
2020,Sutton,9-Midland,Family Preservation,0
2020,Sutton,9-Midland,Investigation,1
2020,Swisher,1-Lubbock,Family Preservation,0
2020,Swisher,1-Lubbock,Investigation,3
2020,Tarrant,3-Arlington,Family Preservation,159
2020,Tarrant,3-Arlington,Investigation,489
2020,Taylor,2-Abilene,Family Preservation,88
2020,Taylor,2-Abilene,Investigation,242
2020,Terry,1-Lubbock,Family Preservation,2
2020,Terry,1-Lubbock,Investigation,26
2020,Throckmorton,2-Abilene,Family Preservation,2
2020,Throckmorton,2-Abilene,Investigation,4
2020,Titus,4-Tyler,Family Preservation,7
2020,Titus,4-Tyler,Investigation,24
2020,Tom Green,9-Midland,Family Preservation,45
2020,Tom Green,9-Midland,Investigation,155
2020,Travis,7-Austin,Family Preservation,150
2020,Travis,7-Austin,Investigation,520
2020,Trinity,5-Beaumont,Family Preservation,0
2020,Trinity,5-Beaumont,Investigation,5
2020,Tyler,5-Beaumont,Family Preservation,0
2020,Tyler,5-Beaumont,Investigation,14
2020,Unknown,Unknown,Family Preservation,0
2020,Unknown,Unknown,Investigation,6
2020,Upshur,4-Tyler,Family Preservation,11
2020,Upshur,4-Tyler,Investigation,30
2020,Uvalde,8-San Antonio,Family Preservation,11
2020,Uvalde,8-San Antonio,Investigation,9
2020,Val Verde,8-San Antonio,Family Preservation,1
2020,Val Verde,8-San Antonio,Investigation,6
2020,Van Zandt,4-Tyler,Family Preservation,13
2020,Van Zandt,4-Tyler,Investigation,49
2020,Victoria,8-San Antonio,Family Preservation,17
2020,Victoria,8-San Antonio,Investigation,22
2020,Walker,6-Houston,Family Preservation,0
2020,Walker,6-Houston,Investigation,14
2020,Waller,6-Houston,Family Preservation,5
2020,Waller,6-Houston,Investigation,13
2020,Ward,9-Midland,Family Preservation,6
2020,Ward,9-Midland,Investigation,34
2020,Washington,7-Austin,Family Preservation,0
2020,Washington,7-Austin,Investigation,23
2020,Webb,11-Edinburg,Family Preservation,84
2020,Webb,11-Edinburg,Investigation,90
2020,Wharton,6-Houston,Family Preservation,5
2020,Wharton,6-Houston,Investigation,10
2020,Wheeler,1-Lubbock,Family Preservation,0
2020,Wheeler,1-Lubbock,Investigation,2
2020,Wichita,2-Abilene,Family Preservation,19
2020,Wichita,2-Abilene,Investigation,134
2020,Wilbarger,2-Abilene,Family Preservation,3
2020,Wilbarger,2-Abilene,Investigation,20
2020,Willacy,11-Edinburg,Family Preservation,11
2020,Willacy,11-Edinburg,Investigation,9
2020,Williamson,7-Austin,Family Preservation,19
2020,Williamson,7-Austin,Investigation,97
